用户ID,商品,购买日期,购买价格 (元)
1422,Food & Beverage,2023-11-27,2380
4445,Cosmetics,2023-10-28,6234
5357,Books,2023-10-01,8092
2087,Technology,2023-10-04,8126
2361,Shoes,2023-10-19,2870
3236,Shoes,2023-09-24,8064
5717,Shoes,2023-09-26,8227
3923,Technology,2023-09-11,548
1400,Clothing,2023-09-04,7100
1673,Clothing,2023-10-13,8695
5886,Shoes,2023-10-21,7618
2927,Clothing,2023-11-15,8642
3422,Technology,2023-11-28,3051
5734,Shoes,2023-10-13,601
3268,Technology,2023-11-19,4822
3083,Books,2023-11-27,9878
1687,Technology,2023-09-15,7287
2048,Food & Beverage,2023-10-18,772
4946,Cosmetics,2023-09-29,2972
5345,Clothing,2023-11-17,5496
4585,Books,2023-11-10,2134
1084,Shoes,2023-10-02,6081
5084,Food & Beverage,2023-09-16,6421
2024,Food & Beverage,2023-10-11,797
1935,Food & Beverage,2023-09-06,8617
4998,Books,2023-11-25,2183
1311,Shoes,2023-09-08,1814
1024,Toys,2023-09-25,1361
4398,Clothing,2023-09-02,3660
1290,Clothing,2023-10-31,782
4351,Clothing,2023-09-25,6137
2992,Technology,2023-10-07,1619
4695,Cosmetics,2023-09-01,661
4187,Clothing,2023-10-30,5806
3062,Toys,2023-09-27,7614
3484,Books,2023-11-27,3011
5012,Toys,2023-11-05,8012
4126,Clothing,2023-10-30,7318
3049,Technology,2023-11-22,3735
5693,Cosmetics,2023-11-07,6702
5057,Shoes,2023-10-17,655
3007,Toys,2023-11-16,3677
5898,Food & Beverage,2023-11-19,3730
3175,Shoes,2023-11-24,2294
3357,Shoes,2023-10-13,2541
2578,Shoes,2023-11-28,7270
4962,Toys,2023-10-13,1917
1101,Books,2023-11-03,6867
1405,Shoes,2023-09-26,1339
2387,Technology,2023-09-22,7259
5545,Food & Beverage,2023-09-30,135
2288,Food & Beverage,2023-09-03,505
1971,Shoes,2023-09-01,6687
4396,Technology,2023-09-24,8695
4403,Clothing,2023-11-09,7883
5237,Clothing,2023-09-23,2748
3106,Food & Beverage,2023-09-17,4919
5561,Food & Beverage,2023-09-10,3139
2869,Toys,2023-11-21,6234
2187,Technology,2023-11-26,4407
2459,Technology,2023-10-30,1407
1422,Toys,2023-10-18,136
2936,Books,2023-10-01,3140
4528,Toys,2023-11-13,9799
2053,Technology,2023-11-05,2273
5956,Food & Beverage,2023-09-29,8391
4612,Food & Beverage,2023-11-25,5261
5701,Cosmetics,2023-10-22,4331
4717,Cosmetics,2023-10-03,6885
3862,Shoes,2023-11-20,2274
4865,Technology,2023-10-22,6193
4547,Food & Beverage,2023-10-19,5678
1956,Shoes,2023-11-10,6888
5592,Cosmetics,2023-10-22,9938
4057,Food & Beverage,2023-10-04,4692
1888,Books,2023-11-17,3047
3130,Clothing,2023-10-13,2100
2596,Clothing,2023-10-21,7984
2867,Shoes,2023-11-04,4251
1906,Food & Beverage,2023-10-19,404
4840,Food & Beverage,2023-11-21,1703
3254,Shoes,2023-11-06,2235
3926,Clothing,2023-11-09,1087
5541,Technology,2023-10-24,5860
2930,Toys,2023-11-15,7841
4776,Shoes,2023-10-01,9051
4335,Technology,2023-09-16,5162
4573,Food & Beverage,2023-11-23,6837
5194,Books,2023-10-01,8960
3600,Food & Beverage,2023-11-22,1939
3432,Toys,2023-09-14,4795
2821,Clothing,2023-10-15,5653
4345,Food & Beverage,2023-11-10,9851
4186,Toys,2023-10-25,6320
1163,Toys,2023-11-08,1490
3016,Shoes,2023-10-10,8307
4601,Cosmetics,2023-11-02,3178
3055,Technology,2023-09-30,9880
3302,Cosmetics,2023-10-01,3324
4375,Clothing,2023-10-16,6009
3139,Books,2023-11-11,3138
4536,Cosmetics,2023-11-05,5518
5201,Toys,2023-10-20,8643
2185,Food & Beverage,2023-10-19,5466
2235,Toys,2023-11-10,9284
2330,Clothing,2023-09-05,3703
5812,Shoes,2023-11-29,7012
5847,Food & Beverage,2023-10-25,2356
1372,Books,2023-10-10,2273
5053,Technology,2023-09-11,931
2329,Food & Beverage,2023-09-17,5420
2533,Food & Beverage,2023-11-23,7458
4667,Shoes,2023-09-15,212
3875,Technology,2023-11-04,9473
4253,Shoes,2023-10-15,9035
2518,Clothing,2023-11-19,9678
4350,Toys,2023-10-23,8967
5701,Food & Beverage,2023-10-15,3313
3882,Clothing,2023-10-25,6284
5981,Clothing,2023-10-07,2567
1411,Technology,2023-10-23,4499
5836,Food & Beverage,2023-10-01,3376
4374,Cosmetics,2023-10-06,1341
2839,Clothing,2023-10-13,9798
3224,Technology,2023-10-18,9605
5087,Food & Beverage,2023-11-07,9886
5630,Toys,2023-11-08,4270
3021,Clothing,2023-09-01,9094
1357,Toys,2023-11-12,6386
1995,Cosmetics,2023-09-08,6216
2669,Cosmetics,2023-10-12,4203
1196,Food & Beverage,2023-09-25,6974
2523,Technology,2023-09-12,8991
3003,Food & Beverage,2023-10-12,5434
2512,Clothing,2023-10-01,7528
2830,Books,2023-11-01,5317
4085,Books,2023-11-03,7939
1836,Clothing,2023-10-16,4607
5533,Toys,2023-09-11,1030
3184,Cosmetics,2023-11-15,7065
5172,Clothing,2023-10-12,3541
3208,Shoes,2023-09-04,277
3547,Toys,2023-09-15,2466
5639,Cosmetics,2023-10-21,7582
1581,Books,2023-11-08,2968
5061,Books,2023-09-13,8138
4577,Books,2023-11-05,9274
5434,Cosmetics,2023-09-11,998
3824,Shoes,2023-10-07,6434
4074,Clothing,2023-11-04,8297
5337,Shoes,2023-10-12,4133
4763,Cosmetics,2023-09-22,3618
5755,Books,2023-09-13,9550
1301,Shoes,2023-09-05,4173
3446,Books,2023-11-26,2958
3520,Toys,2023-11-16,9518
3085,Shoes,2023-09-24,6903
4837,Technology,2023-09-20,5232
1068,Technology,2023-11-15,2121
2388,Technology,2023-10-20,4201
1625,Books,2023-09-18,7477
2481,Shoes,2023-11-08,4845
2081,Books,2023-10-08,3391
5991,Books,2023-11-06,9908
4254,Cosmetics,2023-09-07,2766
2345,Food & Beverage,2023-09-04,2479
3293,Toys,2023-11-07,6542
3586,Technology,2023-10-07,7183
4627,Technology,2023-11-09,7108
5966,Technology,2023-09-30,7465
3308,Toys,2023-09-05,1130
4772,Cosmetics,2023-09-05,1665
4284,Food & Beverage,2023-10-23,7537
5093,Food & Beverage,2023-09-28,6913
1549,Shoes,2023-09-25,9732
3079,Technology,2023-10-14,8073
2601,Food & Beverage,2023-09-11,9389
5257,Technology,2023-09-28,9503
3337,Technology,2023-11-06,3197
3187,Books,2023-09-27,2783
5254,Shoes,2023-10-12,4612
5103,Cosmetics,2023-10-31,6735
2975,Toys,2023-11-09,929
4824,Toys,2023-09-01,6020
4925,Cosmetics,2023-11-25,7732
3429,Books,2023-10-14,3536
4957,Technology,2023-09-07,735
5497,Books,2023-10-21,9258
3404,Cosmetics,2023-10-24,4606
3611,Cosmetics,2023-10-07,158
1823,Shoes,2023-10-01,1602
2959,Food & Beverage,2023-11-03,9344
2919,Toys,2023-11-07,4006
3027,Clothing,2023-10-15,2797
3100,Technology,2023-09-09,4001
4332,Clothing,2023-10-29,1695
3609,Cosmetics,2023-11-20,2724
2325,Cosmetics,2023-11-20,6440
5427,Toys,2023-11-24,9516
3778,Shoes,2023-09-08,7760
1248,Technology,2023-10-28,3974
4918,Technology,2023-11-26,3796
5136,Cosmetics,2023-09-02,5644
2834,Cosmetics,2023-11-02,604
4350,Food & Beverage,2023-11-28,2870
3888,Cosmetics,2023-10-17,5731
2187,Food & Beverage,2023-10-09,8003
2724,Clothing,2023-11-06,8960
4086,Shoes,2023-10-16,8168
4524,Clothing,2023-10-01,8799
1940,Clothing,2023-11-05,399
3734,Technology,2023-11-02,830
1209,Technology,2023-11-05,3383
2225,Toys,2023-11-17,2400
5595,Cosmetics,2023-09-11,6077
1835,Food & Beverage,2023-09-19,8059
1483,Shoes,2023-09-27,1816
2098,Toys,2023-10-08,7603
3521,Toys,2023-11-02,5752
5148,Toys,2023-09-06,359
3224,Food & Beverage,2023-09-07,576
3412,Clothing,2023-10-19,2019
3798,Cosmetics,2023-11-16,3130
4854,Clothing,2023-10-11,7303
1363,Clothing,2023-10-28,8460
3355,Cosmetics,2023-09-07,2648
2095,Books,2023-10-15,6469
1933,Food & Beverage,2023-09-13,1333
3463,Technology,2023-11-15,5881
1981,Toys,2023-10-17,9822
1709,Clothing,2023-10-30,6731
3221,Technology,2023-09-04,2760
2021,Food & Beverage,2023-10-09,9687
2089,Clothing,2023-11-28,6932
5627,Books,2023-10-11,320
4087,Cosmetics,2023-11-12,9085
4161,Technology,2023-10-30,8686
1436,Technology,2023-10-03,8008
4648,Technology,2023-11-14,4555
1455,Books,2023-10-06,7986
2016,Toys,2023-09-23,6720
5683,Cosmetics,2023-10-31,1596
3471,Cosmetics,2023-10-24,2671
2888,Cosmetics,2023-10-27,2217
5119,Shoes,2023-11-04,911
1483,Cosmetics,2023-11-15,5614
5002,Technology,2023-11-28,7081
5066,Food & Beverage,2023-10-31,591
3469,Food & Beverage,2023-10-12,9617
1274,Books,2023-09-01,3080
3859,Cosmetics,2023-11-02,8083
5984,Technology,2023-11-02,1886
2744,Food & Beverage,2023-10-08,6933
5029,Cosmetics,2023-10-03,9383
5139,Food & Beverage,2023-09-28,9025
2764,Clothing,2023-11-01,6548
4010,Clothing,2023-11-09,1140
4540,Technology,2023-10-26,4919
4879,Technology,2023-10-25,1761
1616,Clothing,2023-10-19,6967
1139,Clothing,2023-09-25,6586
5835,Cosmetics,2023-10-18,9084
3934,Technology,2023-11-21,7469
4995,Toys,2023-10-18,4912
2033,Cosmetics,2023-11-01,9217
4810,Technology,2023-10-20,9987
1437,Technology,2023-11-01,7935
1424,Shoes,2023-11-11,7186
2813,Toys,2023-09-14,3955
4050,Cosmetics,2023-10-10,4230
5956,Clothing,2023-11-01,3471
2289,Clothing,2023-09-12,3233
3386,Clothing,2023-10-26,6450
2446,Food & Beverage,2023-10-30,636
3909,Books,2023-10-02,6978
1598,Shoes,2023-10-31,3205
2458,Books,2023-11-01,6668
4956,Books,2023-10-05,5360
4745,Technology,2023-09-23,5159
5021,Technology,2023-11-04,5255
1117,Food & Beverage,2023-11-04,1399
4787,Food & Beverage,2023-11-23,5800
3412,Shoes,2023-09-06,4292
2100,Books,2023-10-26,1945
5127,Shoes,2023-09-25,5676
4871,Shoes,2023-10-21,4116
4116,Shoes,2023-09-14,3658
5396,Cosmetics,2023-10-20,7882
1572,Toys,2023-11-07,767
5804,Food & Beverage,2023-11-14,424
3288,Toys,2023-11-05,9690
1955,Shoes,2023-09-09,4707
2006,Cosmetics,2023-11-05,4996
4801,Food & Beverage,2023-10-04,8867
4899,Books,2023-11-22,1817
5457,Shoes,2023-11-18,1636
2031,Clothing,2023-09-11,3672
2675,Cosmetics,2023-10-23,9181
1588,Cosmetics,2023-09-22,3240
4139,Cosmetics,2023-09-03,6940
5686,Books,2023-09-05,6799
4290,Technology,2023-09-16,312
1359,Books,2023-11-06,6122
5175,Toys,2023-09-22,5013
2477,Food & Beverage,2023-10-21,115
2681,Toys,2023-09-07,6703
2048,Books,2023-11-05,5171
5644,Food & Beverage,2023-11-11,9439
5025,Clothing,2023-09-06,3710
5215,Cosmetics,2023-11-22,410
2770,Technology,2023-11-15,7852
2208,Food & Beverage,2023-11-27,3202
2181,Shoes,2023-10-20,1817
2422,Toys,2023-11-21,5502
1892,Food & Beverage,2023-10-02,4928
4917,Food & Beverage,2023-10-09,3413
5251,Toys,2023-09-15,4058
2841,Food & Beverage,2023-11-16,4859
2443,Cosmetics,2023-10-18,405
3789,Cosmetics,2023-11-10,7524
5953,Toys,2023-10-12,8440
2545,Technology,2023-10-01,7645
4845,Shoes,2023-10-29,1924
3056,Technology,2023-10-07,3757
2563,Toys,2023-10-06,5156
5920,Books,2023-10-03,3405
1079,Clothing,2023-09-14,5242
2520,Clothing,2023-11-07,8109
1396,Technology,2023-10-07,5734
2494,Technology,2023-11-07,9022
5828,Toys,2023-11-15,158
1189,Food & Beverage,2023-09-03,2408
1012,Toys,2023-09-26,5325
1001,Toys,2023-10-31,4078
3633,Clothing,2023-09-05,3123
3453,Books,2023-09-02,9929
2720,Technology,2023-09-29,2255
3161,Food & Beverage,2023-11-29,5193
4724,Cosmetics,2023-10-05,3054
3488,Technology,2023-10-20,2019
5262,Technology,2023-10-27,6984
1093,Books,2023-10-06,2905
5133,Technology,2023-10-14,3401
1978,Food & Beverage,2023-10-07,2957
1720,Cosmetics,2023-10-14,278
1341,Food & Beverage,2023-09-03,646
5333,Technology,2023-09-17,575
5721,Clothing,2023-09-23,8604
1530,Cosmetics,2023-11-26,6109
1830,Shoes,2023-10-17,9099
4251,Books,2023-09-29,2575
4650,Cosmetics,2023-11-03,7279
3138,Cosmetics,2023-10-13,6005
2408,Clothing,2023-10-21,7694
3463,Books,2023-11-24,9726
5090,Technology,2023-11-16,6735
3809,Technology,2023-11-06,9560
3755,Books,2023-10-26,5420
1765,Toys,2023-10-06,1126
4512,Toys,2023-10-21,1454
4376,Technology,2023-10-21,8562
1819,Toys,2023-09-09,2978
4394,Food & Beverage,2023-10-02,3168
5361,Technology,2023-11-11,8049
3953,Shoes,2023-09-05,9689
3466,Cosmetics,2023-11-21,1252
2334,Technology,2023-09-11,6580
2458,Clothing,2023-10-28,6958
3401,Clothing,2023-09-18,6133
3965,Technology,2023-11-07,6703
3906,Food & Beverage,2023-11-11,7301
3521,Books,2023-09-18,7969
1296,Technology,2023-10-17,7048
2963,Cosmetics,2023-11-03,5259
5350,Cosmetics,2023-10-25,3874
5748,Technology,2023-10-23,8471
4992,Technology,2023-11-28,7982
1453,Cosmetics,2023-09-01,7974
3633,Toys,2023-11-16,4048
1789,Toys,2023-11-15,647
3598,Cosmetics,2023-10-19,351
5110,Books,2023-11-26,5168
5292,Books,2023-09-08,7593
1354,Clothing,2023-11-16,713
3042,Food & Beverage,2023-09-03,586
1057,Technology,2023-11-28,3114
3684,Books,2023-10-03,4596
4847,Cosmetics,2023-10-03,8638
1167,Technology,2023-09-19,1248
5277,Cosmetics,2023-11-17,3546
3724,Cosmetics,2023-09-17,6139
2117,Clothing,2023-11-20,3371
3621,Shoes,2023-10-29,7100
3502,Toys,2023-10-22,2209
1387,Books,2023-09-04,9700
1981,Technology,2023-11-06,2700
2911,Clothing,2023-11-12,3352
1603,Cosmetics,2023-11-24,3306
1188,Shoes,2023-09-23,5039
4759,Books,2023-09-15,9637
3379,Books,2023-09-19,3225
2446,Food & Beverage,2023-11-17,4160
2000,Cosmetics,2023-11-25,6428
2327,Clothing,2023-09-21,6891
5130,Books,2023-09-10,1037
3185,Technology,2023-11-18,3397
5308,Technology,2023-10-05,8545
1904,Toys,2023-11-01,5667
5577,Shoes,2023-09-02,2856
2997,Technology,2023-09-22,6989
1727,Books,2023-09-09,117
1870,Books,2023-11-26,2523
5824,Clothing,2023-10-08,8927
3476,Shoes,2023-09-06,6688
3867,Shoes,2023-09-10,3692
1073,Books,2023-09-16,1266
3623,Technology,2023-09-29,4352
1273,Books,2023-09-19,2391
5856,Toys,2023-09-08,5527
2048,Clothing,2023-11-16,508
3936,Books,2023-10-08,1541
4716,Books,2023-10-03,6169
4327,Food & Beverage,2023-10-19,5074
2423,Shoes,2023-09-11,9755
5266,Food & Beverage,2023-09-08,3291
1626,Clothing,2023-10-02,854
3654,Shoes,2023-11-16,3958
5018,Cosmetics,2023-11-12,4932
4797,Cosmetics,2023-11-02,1155
5405,Shoes,2023-11-25,9849
4930,Food & Beverage,2023-11-20,7505
1643,Cosmetics,2023-10-05,6791
3091,Shoes,2023-09-12,2333
5156,Food & Beverage,2023-11-03,1392
5900,Cosmetics,2023-10-20,4141
5112,Toys,2023-11-27,5509
2553,Technology,2023-09-15,7637
3252,Technology,2023-09-15,4101
5990,Shoes,2023-11-12,3663
3037,Cosmetics,2023-11-13,9219
1470,Technology,2023-09-30,2454
1482,Shoes,2023-10-05,6363
1788,Technology,2023-09-30,2809
2339,Cosmetics,2023-09-18,8811
1959,Clothing,2023-11-22,8503
2738,Cosmetics,2023-11-28,8964
2242,Books,2023-11-24,4782
5671,Cosmetics,2023-09-11,7021
3445,Technology,2023-10-27,387
2843,Books,2023-10-17,9219
3743,Clothing,2023-11-02,4801
1080,Toys,2023-10-26,6052
2127,Shoes,2023-09-21,1386
2178,Technology,2023-09-24,2536
3587,Clothing,2023-11-13,3799
1023,Clothing,2023-09-06,8413
4196,Technology,2023-09-22,6119
4919,Clothing,2023-10-24,5912
2420,Books,2023-09-22,2527
1732,Cosmetics,2023-09-27,3587
2958,Shoes,2023-11-26,4438
5908,Books,2023-10-05,5139
5060,Toys,2023-09-27,4083
3585,Toys,2023-10-26,8527
4450,Food & Beverage,2023-10-15,6677
2471,Books,2023-11-13,1119
5303,Clothing,2023-09-03,4116
1303,Food & Beverage,2023-09-11,7571
4151,Technology,2023-11-08,6038
5491,Cosmetics,2023-10-21,8605
4680,Shoes,2023-10-24,3100
2019,Shoes,2023-11-24,4240
4453,Cosmetics,2023-09-24,8432
3139,Technology,2023-09-12,8517
4098,Food & Beverage,2023-11-26,9306
4215,Toys,2023-11-10,2349
5772,Food & Beverage,2023-09-26,1147
2408,Toys,2023-11-12,9084
3416,Clothing,2023-11-22,9858
5399,Food & Beverage,2023-11-24,589
1132,Shoes,2023-09-15,616
3266,Shoes,2023-09-07,6126
5265,Toys,2023-10-21,9485
1544,Toys,2023-09-09,1133
3310,Cosmetics,2023-11-10,4015
5320,Clothing,2023-11-21,1746
5555,Clothing,2023-09-05,9775
3817,Technology,2023-10-06,6399
1308,Books,2023-10-28,7140
4262,Cosmetics,2023-09-07,1750
3141,Shoes,2023-11-12,4201
3922,Shoes,2023-09-07,4345
2007,Cosmetics,2023-11-10,7980
5339,Food & Beverage,2023-11-27,2777
4603,Shoes,2023-11-21,5282
3238,Food & Beverage,2023-09-23,9094
3508,Cosmetics,2023-10-05,1637
1139,Technology,2023-09-19,5721
1562,Technology,2023-09-12,5073
3564,Food & Beverage,2023-09-26,3951
1689,Toys,2023-09-10,9803
5590,Food & Beverage,2023-10-10,6792
4430,Clothing,2023-09-14,7372
1915,Cosmetics,2023-09-07,6516
2972,Food & Beverage,2023-10-27,8779
5713,Cosmetics,2023-09-17,2782
1050,Cosmetics,2023-11-05,9121
5069,Books,2023-09-05,7420
2940,Toys,2023-10-18,7173
2208,Food & Beverage,2023-11-14,8630
5700,Toys,2023-09-29,6008
4669,Technology,2023-10-27,8898
5499,Books,2023-09-01,5062
4373,Shoes,2023-11-04,3563
1925,Clothing,2023-11-06,7128
3954,Toys,2023-11-24,1186
2695,Shoes,2023-10-09,4307
5803,Books,2023-11-10,7905
3027,Shoes,2023-11-24,3224
2139,Shoes,2023-10-14,4884
1950,Clothing,2023-09-11,2147
4404,Shoes,2023-11-01,5326
4895,Toys,2023-09-07,8454
2526,Toys,2023-11-19,5227
5218,Shoes,2023-11-24,3420
2787,Toys,2023-09-17,728
4646,Cosmetics,2023-10-18,6220
5275,Technology,2023-09-10,8081
5180,Shoes,2023-10-18,2507
4807,Cosmetics,2023-11-01,5260
2095,Clothing,2023-11-05,9493
2218,Technology,2023-09-30,4230
3922,Shoes,2023-10-19,6662
3483,Food & Beverage,2023-11-22,7785
5872,Cosmetics,2023-09-18,8145
4823,Technology,2023-10-28,4138
2659,Cosmetics,2023-11-06,8969
2918,Toys,2023-10-31,8889
1333,Clothing,2023-09-28,3660
5564,Books,2023-09-16,7401
5265,Books,2023-11-06,9309
5977,Technology,2023-11-16,4812
4945,Cosmetics,2023-10-07,4908
1791,Cosmetics,2023-11-03,8221
5783,Shoes,2023-11-01,4039
3977,Clothing,2023-11-21,1517
5606,Food & Beverage,2023-11-28,1295
5660,Cosmetics,2023-11-22,3195
2130,Food & Beverage,2023-10-21,4749
5320,Toys,2023-11-22,5740
1334,Technology,2023-10-22,7336
2066,Technology,2023-09-10,8209
5284,Books,2023-11-14,3980
1585,Cosmetics,2023-10-18,480
1425,Clothing,2023-11-16,5678
1387,Toys,2023-09-19,2535
2623,Cosmetics,2023-09-04,5147
1519,Food & Beverage,2023-10-30,6182
4530,Technology,2023-11-27,1558
1298,Cosmetics,2023-10-06,7601
1538,Technology,2023-09-13,2895
5804,Technology,2023-11-06,584
4701,Food & Beverage,2023-10-09,3733
1752,Toys,2023-11-06,1583
3016,Clothing,2023-11-26,5755
5534,Clothing,2023-11-20,9086
1179,Toys,2023-10-19,1241
5178,Books,2023-11-23,4813
1544,Toys,2023-10-11,8702
4098,Cosmetics,2023-10-19,7948
1423,Books,2023-10-21,7421
2433,Shoes,2023-10-25,8563
2698,Clothing,2023-10-22,5142
3467,Cosmetics,2023-10-28,4760
4248,Technology,2023-10-21,3434
5208,Shoes,2023-09-29,1435
4186,Shoes,2023-11-20,2907
5354,Clothing,2023-10-26,868
1662,Clothing,2023-10-24,3812
5468,Food & Beverage,2023-09-17,5864
3875,Toys,2023-10-18,5651
2565,Shoes,2023-10-13,4272
3803,Shoes,2023-11-13,9643
1165,Toys,2023-10-12,6593
2334,Shoes,2023-11-25,4332
2613,Books,2023-10-05,2981
1608,Shoes,2023-11-07,3150
2574,Books,2023-10-04,5079
4178,Cosmetics,2023-11-15,7499
5657,Technology,2023-11-08,9376
5947,Cosmetics,2023-11-13,4225
2353,Toys,2023-09-11,6191
3179,Technology,2023-10-15,7465
4858,Shoes,2023-10-14,3104
1634,Toys,2023-11-24,5036
5444,Food & Beverage,2023-09-30,9266
5895,Technology,2023-10-17,8627
5191,Shoes,2023-09-14,2655
1246,Technology,2023-10-27,6747
1348,Clothing,2023-09-28,1969
1889,Technology,2023-11-02,658
5156,Shoes,2023-10-13,7224
3879,Technology,2023-09-21,2961
3868,Technology,2023-09-07,290
3593,Clothing,2023-11-09,8452
1797,Technology,2023-10-11,2837
3685,Books,2023-10-29,1998
3866,Technology,2023-09-04,7744
5768,Cosmetics,2023-10-26,2731
2605,Technology,2023-09-11,3176
3810,Shoes,2023-11-21,1625
5065,Toys,2023-09-28,9777
1935,Technology,2023-11-20,7717
2692,Cosmetics,2023-11-23,6239
3087,Technology,2023-09-03,7465
2570,Books,2023-09-09,283
2954,Cosmetics,2023-10-30,6923
5496,Toys,2023-10-11,3650
2069,Clothing,2023-09-27,2638
3335,Clothing,2023-11-26,3240
3487,Cosmetics,2023-11-18,3820
1570,Food & Beverage,2023-11-05,3735
1065,Technology,2023-09-28,5827
3085,Food & Beverage,2023-10-06,1732
5577,Clothing,2023-10-05,3626
1138,Shoes,2023-10-26,9201
2498,Clothing,2023-10-31,2913
1664,Shoes,2023-11-18,8183
2545,Food & Beverage,2023-11-19,6701
5708,Food & Beverage,2023-11-03,2020
3213,Shoes,2023-09-09,8412
5606,Books,2023-11-29,7684
4420,Books,2023-09-07,7279
2747,Books,2023-11-08,5102
3024,Shoes,2023-10-08,6216
2171,Toys,2023-09-05,5983
2882,Books,2023-11-11,5046
1133,Shoes,2023-11-21,4937
5288,Technology,2023-10-20,449
1154,Food & Beverage,2023-09-15,9759
1241,Cosmetics,2023-09-08,586
4381,Toys,2023-09-25,5704
3762,Shoes,2023-09-07,4356
3562,Clothing,2023-09-11,2555
5234,Books,2023-10-24,9294
1122,Clothing,2023-09-13,1859
5490,Toys,2023-09-15,6209
5453,Shoes,2023-11-05,8219
2677,Books,2023-09-28,5409
5258,Technology,2023-09-30,313
3748,Food & Beverage,2023-11-24,6009
1190,Toys,2023-10-26,2024
2533,Books,2023-09-19,3374
4631,Technology,2023-09-28,4523
1689,Shoes,2023-11-20,5040
5635,Shoes,2023-11-02,258
1262,Books,2023-09-12,6878
3477,Books,2023-09-08,1405
4069,Shoes,2023-11-05,1628
3719,Shoes,2023-11-06,9361
1540,Shoes,2023-11-12,3443
5124,Books,2023-09-16,2830
5847,Books,2023-09-18,1608
4676,Shoes,2023-09-24,540
4875,Technology,2023-09-19,346
5137,Technology,2023-11-11,8892
5042,Technology,2023-10-06,7242
1153,Clothing,2023-11-16,2558
4871,Toys,2023-09-29,6013
2569,Books,2023-10-15,7936
4213,Technology,2023-10-09,4398
4134,Shoes,2023-09-03,5931
2678,Shoes,2023-11-05,6381
1015,Clothing,2023-10-20,6094
2512,Clothing,2023-09-03,9128
1085,Toys,2023-11-28,1891
4111,Cosmetics,2023-10-08,5369
2030,Cosmetics,2023-10-29,5922
1026,Food & Beverage,2023-10-13,4290
3779,Toys,2023-10-10,6891
4740,Food & Beverage,2023-09-05,8945
2146,Technology,2023-11-13,3430
3201,Shoes,2023-11-25,7309
3951,Cosmetics,2023-10-19,9937
3392,Toys,2023-09-02,5327
5469,Clothing,2023-10-31,2233
3149,Food & Beverage,2023-09-08,4215
1433,Food & Beverage,2023-11-03,7027
2655,Cosmetics,2023-11-07,6900
1061,Clothing,2023-09-27,4107
1198,Clothing,2023-09-12,3809
3565,Clothing,2023-09-25,1359
3212,Books,2023-11-29,4975
2871,Clothing,2023-10-06,4644
5201,Cosmetics,2023-11-15,8442
3240,Technology,2023-09-22,5993
1671,Toys,2023-10-01,6912
4797,Cosmetics,2023-09-07,4256
1751,Clothing,2023-11-04,6018
5941,Food & Beverage,2023-09-28,766
3023,Food & Beverage,2023-09-17,5356
5586,Shoes,2023-11-29,9257
1611,Toys,2023-11-12,3906
4138,Toys,2023-10-26,5623
4980,Clothing,2023-10-09,6595
2773,Food & Beverage,2023-09-19,5253
2796,Books,2023-09-13,5020
5892,Books,2023-11-27,1227
1689,Food & Beverage,2023-09-22,9886
4352,Cosmetics,2023-10-24,1804
1321,Cosmetics,2023-10-10,2661
5785,Food & Beverage,2023-11-08,343
3029,Technology,2023-09-08,480
2892,Food & Beverage,2023-10-07,8836
4059,Clothing,2023-11-11,951
5693,Technology,2023-10-23,2370
3460,Cosmetics,2023-09-05,9748
2810,Cosmetics,2023-11-05,9629
1993,Shoes,2023-11-16,3718
2313,Toys,2023-10-26,8338
3036,Cosmetics,2023-09-09,9709
1973,Food & Beverage,2023-09-07,9002
2802,Books,2023-09-17,3201
4656,Books,2023-09-13,9954
2654,Clothing,2023-10-14,8013
5096,Toys,2023-10-23,9165
3589,Shoes,2023-10-21,2949
2435,Books,2023-10-08,1112
1171,Food & Beverage,2023-09-10,3039
1572,Cosmetics,2023-11-24,8664
4345,Shoes,2023-09-15,9169
2467,Food & Beverage,2023-11-15,7805
4747,Toys,2023-10-31,946
5653,Toys,2023-10-15,2113
1432,Technology,2023-11-20,5537
1678,Books,2023-10-24,2793
3297,Clothing,2023-10-24,5843
2828,Toys,2023-09-02,8119
3979,Toys,2023-10-07,3954
4370,Cosmetics,2023-10-19,1811
1011,Toys,2023-09-05,2144
2177,Clothing,2023-10-28,8833
5946,Clothing,2023-09-30,6374
4755,Shoes,2023-11-13,2358
4608,Shoes,2023-11-07,9905
3156,Cosmetics,2023-09-14,2822
3928,Technology,2023-09-09,4502
4036,Books,2023-10-03,789
1590,Books,2023-09-05,468
2762,Shoes,2023-11-01,4584
3133,Cosmetics,2023-09-21,3814
2904,Books,2023-09-15,3873
2463,Toys,2023-11-05,4805
3462,Food & Beverage,2023-10-15,6399
1985,Technology,2023-10-03,6795
2995,Cosmetics,2023-10-09,8609
5629,Shoes,2023-10-17,5931
2998,Cosmetics,2023-11-21,8026
5789,Food & Beverage,2023-09-11,3561
3938,Technology,2023-09-15,2409
5504,Shoes,2023-10-19,9090
2797,Clothing,2023-10-29,9789
4029,Cosmetics,2023-10-19,5287
1292,Food & Beverage,2023-11-02,7539
2541,Technology,2023-11-07,1502
2102,Books,2023-10-02,8400
4392,Technology,2023-10-11,9558
4592,Technology,2023-10-07,9924
2949,Cosmetics,2023-10-25,6589
5410,Shoes,2023-11-29,5330
4667,Technology,2023-11-08,9649
3604,Books,2023-10-26,5758
1988,Shoes,2023-11-26,5136
